Date,League,Account,Action,Stash,Item
"14/12/2023 16:13:07","Affliction","ThrarThylnenfallën","removed","$","4× Glassblower's Bauble"
"14/12/2023 16:11:33","Affliction","ThrarThylnenfallën","modified","$","164× Chaos Orb"
"14/12/2023 16:11:31","Affliction","ThrarThylnenfallën","modified","$","169× Chaos Orb"
"14/12/2023 16:11:30","Affliction","ThrarThylnenfallën","modified","$","189× Chaos Orb"
"14/12/2023 16:11:29","Affliction","ThrarThylnenfallën","modified","$","209× Chaos Orb"
"14/12/2023 16:07:16","Affliction","ThrarThylnenfallën","added","U","Lifesprig Driftwood Wand"
"14/12/2023 16:07:08","Affliction","ThrarThylnenfallën","removed","U","Singularity Platinum Sceptre"
"14/12/2023 16:05:42","Affliction","ThrarThylnenfallën","modified","D","5× Dark Temptation"
"14/12/2023 15:52:42","Affliction","ErZil","modified","$","229× Chaos Orb"
"14/12/2023 15:43:22","Affliction","ThrarThylnenfallën","added","$","11× Orb of Regret"
"14/12/2023 15:43:19","Affliction","ThrarThylnenfallën","removed","$","16× Orb of Regret"
"14/12/2023 15:23:11","Affliction","ThrarThylnenfallën","modified","D","5× The Wretched"
"14/12/2023 15:23:11","Affliction","ThrarThylnenfallën","modified","$","175× Chromatic Orb"
"14/12/2023 15:21:35","Affliction","ThrarThylnenfallën","added","$","16× Orb of Regret"
"14/12/2023 15:21:34","Affliction","ThrarThylnenfallën","removed","$","17× Orb of Regret"
"14/12/2023 15:20:33","Affliction","ThrarThylnenfallën","modified","$","224× Chaos Orb"
"14/12/2023 15:06:48","Affliction","Tio1122","modified","$","890× Orb of Augmentation"
"14/12/2023 15:06:48","Affliction","Tio1122","modified","$","725× Orb of Transmutation"
"14/12/2023 15:06:47","Affliction","Tio1122","modified","$","44× Armourer's Scrap"
"14/12/2023 15:06:47","Affliction","Tio1122","modified","$","34× Blacksmith's Whetstone"
"14/12/2023 15:06:47","Affliction","Tio1122","modified","$","247× Orb of Alchemy"
"14/12/2023 15:06:46","Affliction","Tio1122","modified","$","66× Orb of Binding"
"14/12/2023 15:06:46","Affliction","Tio1122","modified","$","253× Orb of Fusing"
"14/12/2023 15:06:45","Affliction","Tio1122","modified","$","158× Chromatic Orb"
"14/12/2023 15:06:45","Affliction","Tio1122","modified","$","17× Orb of Regret"
"14/12/2023 15:06:45","Affliction","Tio1122","added","D","The Gentleman"
"14/12/2023 15:06:43","Affliction","Tio1122","modified","$","318× Orb of Alteration"
"14/12/2023 15:06:43","Affliction","Tio1122","modified","$","16× Divine Orb"
"14/12/2023 14:29:30","Affliction","ErZil","added","$","10× Alchemy Shard"
"14/12/2023 14:29:30","Affliction","ErZil","removed","$","14× Alchemy Shard"
"14/12/2023 14:29:30","Affliction","ErZil","modified","$","244× Orb of Alchemy"
"14/12/2023 14:29:30","Affliction","ErZil","added","$","5× Alteration Shard"
"14/12/2023 14:29:30","Affliction","ErZil","removed","$","12× Alteration Shard"
"14/12/2023 14:29:30","Affliction","ErZil","modified","$","315× Orb of Alteration"
"14/12/2023 14:29:20","Affliction","ErZil","modified","$","20889× Rogue's Marker"
"14/12/2023 14:29:20","Affliction","ErZil","modified","$","193× Orb of Chance"
"14/12/2023 14:29:20","Affliction","ErZil","added","F","Crescent Splinter"
"14/12/2023 14:29:20","Affliction","ErZil","modified","$","63× Orb of Unmaking"
"14/12/2023 14:26:38","Affliction","ErZil","modified","$","244× Chaos Orb"
"14/12/2023 14:26:30","Affliction","ErZil","modified","$","226× Chaos Orb"
"14/12/2023 14:26:27","Affliction","ErZil","added","M","Courtyard Map (T12)"
"14/12/2023 14:26:27","Affliction","ErZil","modified","$","12× Alteration Shard"
"14/12/2023 14:26:27","Affliction","ErZil","modified","$","14× Alchemy Shard"
"14/12/2023 14:25:38","Affliction","ErZil","added","F","The Sorrow of the Divine Sulphur Flask"
"14/12/2023 14:25:31","Affliction","ErZil","added","$","Surveyor's Compass"
"14/12/2023 14:25:31","Affliction","ErZil","modified","E","4× Wailing Essence of Sorrow"
"14/12/2023 14:25:31","Affliction","ErZil","modified","E","6× Wailing Essence of Greed"
"14/12/2023 14:25:30","Affliction","ErZil","modified","$","670× Jeweller's Orb"
"14/12/2023 14:25:30","Affliction","ErZil","modified","E","9× Screaming Essence of Fear"
"14/12/2023 14:25:30","Affliction","ErZil","added","M","Ghastly Slag Desert Map (T16)"
"14/12/2023 14:25:29","Affliction","ErZil","modified","$","243× Orb of Alchemy"
"14/12/2023 14:25:29","Affliction","ErZil","modified","F","68× Timeless Eternal Empire Splinter"
"14/12/2023 14:25:29","Affliction","ErZil","modified","$","246× Orb of Fusing"
"14/12/2023 14:25:28","Affliction","ErZil","modified","F","11× Timeless Vaal Splinter"
"14/12/2023 14:25:26","Affliction","ErZil","removed","F","Maven's Invitation: The Atlas"
"14/12/2023 14:25:22","Affliction","ErZil","added","M","Siege Map (T12)"
"14/12/2023 14:25:22","Affliction","ErZil","added","F","Maven's Invitation: The Atlas"
"14/12/2023 14:25:21","Affliction","ErZil","modified","$","20824× Rogue's Marker"
"14/12/2023 14:15:21","Affliction","ErZil","added","M","Godless Precinct Channel Map (T16)"
"14/12/2023 14:15:21","Affliction","ErZil","modified","$","242× Orb of Fusing"
"14/12/2023 14:15:20","Affliction","ErZil","added","G","level 1 6% Lightning Strike"
"14/12/2023 14:15:20","Affliction","ErZil","modified","$","718× Orb of Transmutation"
"14/12/2023 14:15:20","Affliction","ErZil","modified","F","11× Rusted Divination Scarab"
"14/12/2023 14:15:19","Affliction","ErZil","modified","$","886× Orb of Augmentation"
"14/12/2023 14:15:19","Affliction","ErZil","added","M","Godless Precinct Channel Map (T16)"
"14/12/2023 14:15:19","Affliction","ErZil","modified","$","154× Chromatic Orb"
"14/12/2023 14:15:19","Affliction","ErZil","modified","F","62× Timeless Karui Splinter"
"14/12/2023 14:15:19","Affliction","ErZil","modified","$","246× Chaos Orb"
"14/12/2023 14:11:54","Affliction","ErZil","added","M","Courtyard Map (T12)"
"14/12/2023 14:11:51","Affliction","ErZil","modified","$","665× Jeweller's Orb"
"14/12/2023 14:11:48","Affliction","ErZil","added","M","Fields Map (T9)"
"14/12/2023 14:11:47","Affliction","ErZil","modified","$","314× Orb of Alteration"
"14/12/2023 14:11:46","Affliction","ErZil","modified","$","43× Armourer's Scrap"
"14/12/2023 14:11:45","Affliction","ErZil","modified","F","91× Splinter of Tul"
"14/12/2023 14:11:43","Affliction","ErZil","modified","$","15× Divine Orb"
"14/12/2023 14:09:12","Affliction","ErZil","removed","M","Carcass Map (T16)"
"14/12/2023 14:09:11","Affliction","ErZil","removed","M","Plaza Map (T16)"
"14/12/2023 14:08:37","Affliction","ErZil","added","M","Lava Chamber Map (T16)"
"14/12/2023 14:08:36","Affliction","ErZil","modified","$","149× Chromatic Orb"
"14/12/2023 14:08:35","Affliction","ErZil","added","$","4× Alteration Shard"
"14/12/2023 14:08:35","Affliction","ErZil","modified","$","7× Alchemy Shard"
"14/12/2023 14:08:34","Affliction","ErZil","modified","$","239× Orb of Alchemy"
"14/12/2023 14:08:34","Affliction","ErZil","modified","$","1164× Scroll of Wisdom"
"14/12/2023 14:08:33","Affliction","ErZil","modified","$","311× Orb of Alteration"
"14/12/2023 14:08:14","Affliction","ErZil","modified","$","1163× Scroll of Wisdom"
"14/12/2023 14:08:09","Affliction","ErZil","modified","$","8343× Wild Crystallised Lifeforce"
"14/12/2023 14:08:08","Affliction","ErZil","modified","$","3558× Vivid Crystallised Lifeforce"
"14/12/2023 14:08:07","Affliction","ErZil","modified","$","5975× Primal Crystallised Lifeforce"
"14/12/2023 14:08:07","Affliction","ErZil","added","M","Carcass Map (T16)"
"14/12/2023 14:08:07","Affliction","ErZil","modified","$","28× Lesser Eldritch Ichor"
"14/12/2023 14:08:06","Affliction","ErZil","modified","$","879× Orb of Augmentation"
"14/12/2023 14:08:05","Affliction","ErZil","modified","$","245× Chaos Orb"
"14/12/2023 14:08:05","Affliction","ErZil","modified","$","710× Orb of Transmutation"
"14/12/2023 14:08:05","Affliction","ErZil","modified","$","190× Orb of Chance"
"14/12/2023 14:08:04","Affliction","ErZil","modified","$","309× Orb of Alteration"
"14/12/2023 14:08:04","Affliction","ErZil","modified","D","4× The Summoner"
"14/12/2023 14:08:03","Affliction","ErZil","modified","$","65× Vaal Orb"
"14/12/2023 14:08:03","Affliction","ErZil","modified","F","5× Divine Vessel"
"14/12/2023 14:08:03","Affliction","ErZil","modified","$","40× Blessed Orb"
"14/12/2023 14:08:03","Affliction","ErZil","added","G","level 1 7% Reap"
"14/12/2023 14:08:02","Affliction","ErZil","modified","$","20549× Rogue's Marker"
"14/12/2023 14:08:02","Affliction","ErZil","modified","$","658× Jeweller's Orb"
"14/12/2023 14:08:01","Affliction","ErZil","modified","$","4× Glassblower's Bauble"
"14/12/2023 14:08:01","Affliction","ErZil","modified","$","29× Blacksmith's Whetstone"
"14/12/2023 14:07:13","Affliction","Tio1122","modified","$","301× Orb of Alteration"
"14/12/2023 14:00:50","Affliction","ErZil","added","F","Quartz Flask"
"14/12/2023 14:00:44","Affliction","ErZil","added","M","Glacier Map (T8)"
"14/12/2023 14:00:43","Affliction","ErZil","modified","E","5× Wailing Essence of Woe"
"14/12/2023 14:00:43","Affliction","ErZil","modified","$","3× Instilling Orb"
"14/12/2023 14:00:43","Affliction","ErZil","added","E","Shrieking Essence of Hatred"
"14/12/2023 14:00:42","Affliction","ErZil","modified","E","3× Wailing Essence of Rage"
"14/12/2023 14:00:42","Affliction","ErZil","modified","F","8× Rusted Breach Scarab"
"14/12/2023 14:00:41","Affliction","ErZil","modified","$","64× Vaal Orb"
"14/12/2023 14:00:41","Affliction","ErZil","modified","$","62× Orb of Unmaking"
"14/12/2023 14:00:41","Affliction","ErZil","added","G","level 1 7% Detonate Mines"
"14/12/2023 14:00:40","Affliction","ErZil","added","$","Orb of Annulment"
"14/12/2023 14:00:40","Affliction","ErZil","modified","$","20478× Rogue's Marker"
"14/12/2023 14:00:40","Affliction","ErZil","modified","$","32× Orb of Scouring"
"14/12/2023 14:00:39","Affliction","ErZil","modified","$","302× Orb of Alteration"
"14/12/2023 14:00:39","Affliction","ErZil","modified","F","87× Splinter of Esh"
"14/12/2023 14:00:39","Affliction","ErZil","modified","F","62× Splinter of Xoph"
"14/12/2023 14:00:38","Affliction","ErZil","modified","F","87× Splinter of Tul"
"14/12/2023 14:00:38","Affliction","ErZil","modified","F","20× Splinter of Uul-Netol"
"14/12/2023 14:00:38","Affliction","ErZil","modified","F","42× Splinter of Chayula"
"14/12/2023 13:53:03","Affliction","ErZil","modified","$","238× Orb of Alchemy"
"14/12/2023 13:53:02","Affliction","ErZil","modified","$","219× Orb of Alchemy"
"14/12/2023 13:53:00","Affliction","ErZil","removed","M","Maze Map (T16)"
"14/12/2023 13:52:57","Affliction","ErZil","removed","M","Burial Chambers Map (T16)"
"14/12/2023 13:52:21","Affliction","ErZil","added","G","level 1 19% Galvanic Field"
"14/12/2023 13:52:20","Affliction","ErZil","added","G","level 1 18% Shattering Steel"
"14/12/2023 13:52:19","Affliction","ErZil","added","G","level 1 20% Power Siphon"
"14/12/2023 13:52:18","Affliction","ErZil","added","G","level 1 16% Swiftbrand Support"
"14/12/2023 13:52:17","Affliction","ErZil","removed","$","7× Alteration Shard"
"14/12/2023 13:52:17","Affliction","ErZil","modified","$","292× Orb of Alteration"
"14/12/2023 13:52:17","Affliction","ErZil","added","$","3× Chaos Shard"
"14/12/2023 13:52:17","Affliction","ErZil","removed","$","18× Chaos Shard"
"14/12/2023 13:52:17","Affliction","ErZil","modified","$","244× Chaos Orb"
"14/12/2023 13:52:16","Affliction","ErZil","added","G","level 1 19% Firestorm"
"14/12/2023 13:52:16","Affliction","ErZil","added","G","level 1 21% Reave"
"14/12/2023 13:52:15","Affliction","ErZil","modified","$","243× Chaos Orb"
"14/12/2023 13:52:15","Affliction","ErZil","added","G","level 1 17% Arcane Cloak"
"14/12/2023 13:52:14","Affliction","ErZil","modified","$","699× Orb of Transmutation"
"14/12/2023 13:52:14","Affliction","ErZil","modified","$","239× Orb of Fusing"
"14/12/2023 13:52:13","Affliction","ErZil","modified","$","291× Orb of Alteration"
"14/12/2023 13:49:31","Affliction","ErZil","added","4","Bramble Girdle Crystal Belt"
"14/12/2023 13:48:30","Affliction","ErZil","modified","$","31× Orb of Scouring"
"14/12/2023 13:48:29","Affliction","ErZil","modified","$","2× Orb of Scouring"
"14/12/2023 13:48:25","Affliction","ErZil","removed","4","Spiny Crystal Belt"
"14/12/2023 13:48:04","Affliction","ErZil","added","$","7× Alteration Shard"
"14/12/2023 13:48:04","Affliction","ErZil","removed","$","13× Alteration Shard"
"14/12/2023 13:48:04","Affliction","ErZil","modified","$","288× Orb of Alteration"
"14/12/2023 13:48:03","Affliction","ErZil","added","$","3× Alchemy Shard"
"14/12/2023 13:48:03","Affliction","ErZil","removed","$","14× Alchemy Shard"
"14/12/2023 13:48:03","Affliction","ErZil","modified","$","239× Orb of Alchemy"
"14/12/2023 13:48:03","Affliction","ErZil","modified","$","287× Orb of Alteration"
"14/12/2023 13:47:31","Affliction","Tio1122","added","F","Grand Life Flask"
"14/12/2023 13:47:30","Affliction","Tio1122","added","F","Superior Colossal Life Flask"
"14/12/2023 13:47:29","Affliction","Tio1122","added","F","Colossal Mana Flask"
"14/12/2023 13:47:28","Affliction","Tio1122","added","F","Small Life Flask"
"14/12/2023 13:47:28","Affliction","Tio1122","added","U","String of Servitude Heavy Belt"
"14/12/2023 13:47:27","Affliction","Tio1122","added","F","Hallowed Life Flask"
"14/12/2023 13:47:27","Affliction","Tio1122","added","F","Small Mana Flask"
"14/12/2023 13:47:26","Affliction","Tio1122","added","F","Small Life Flask"
"14/12/2023 13:47:25","Affliction","Tio1122","added","F","Giant Life Flask"
"14/12/2023 13:47:24","Affliction","Tio1122","added","F","Medium Mana Flask"
"14/12/2023 13:47:23","Affliction","ErZil","modified","E","3× Screaming Essence of Woe"
"14/12/2023 13:47:23","Affliction","Tio1122","removed","F","Quicksilver Flask"
"14/12/2023 13:47:23","Affliction","ErZil","modified","E","8× Screaming Essence of Torment"
"14/12/2023 13:47:23","Affliction","ErZil","added","F","2× Timeless Vaal Splinter"
"14/12/2023 13:47:23","Affliction","ErZil","removed","F","97× Timeless Vaal Splinter"
"14/12/2023 13:47:23","Affliction","ErZil","added","F","Timeless Vaal Emblem"
"14/12/2023 13:47:23","Affliction","ErZil","modified","F","36× Timeless Templar Splinter"
"14/12/2023 13:47:22","Affliction","ErZil","modified","F","67× Timeless Eternal Empire Splinter"
"14/12/2023 13:47:22","Affliction","ErZil","modified","F","56× Timeless Karui Splinter"
"14/12/2023 13:47:21","Affliction","ErZil","modified","$","180× Orb of Chance"
"14/12/2023 13:42:48","Affliction","ErZil","added","M","Temple Map (T16)"
"14/12/2023 13:42:48","Affliction","ErZil","modified","$","21× Awakened Sextant"
"14/12/2023 13:42:47","Affliction","ErZil","added","M","Forking River Map (T9)"
"14/12/2023 13:42:45","Affliction","ErZil","modified","$","13× Alteration Shard"
"14/12/2023 13:42:34","Affliction","ErZil","added","U","Eber's Unification Hubris Circlet"
"14/12/2023 13:42:32","Affliction","ErZil","added","U","Valyrium Moonstone Ring"
"14/12/2023 13:42:04","Affliction","ErZil","modified","$","649× Jeweller's Orb"
"14/12/2023 13:42:04","Affliction","ErZil","added","G","level 1 10% Exsanguinate"
"14/12/2023 13:42:02","Affliction","ErZil","modified","$","7534× Wild Crystallised Lifeforce"
"14/12/2023 13:42:02","Affliction","ErZil","modified","E","4× Wailing Essence of Woe"
"14/12/2023 13:42:01","Affliction","ErZil","modified","E","4× Screaming Essence of Rage"
"14/12/2023 13:42:01","Affliction","ErZil","modified","$","5759× Primal Crystallised Lifeforce"
"14/12/2023 13:42:00","Affliction","ErZil","removed","$","Primal Incubator"
"14/12/2023 13:42:00","Affliction","ErZil","removed","$","Infused Incubator"
"14/12/2023 13:41:59","Affliction","ErZil","removed","$","Fragmented Incubator"
"14/12/2023 13:41:59","Affliction","ErZil","removed","$","Infused Incubator"
"14/12/2023 13:41:58","Affliction","ErZil","added","$","Fragmented Incubator"
"14/12/2023 13:41:57","Affliction","ErZil","added","$","Infused Incubator"
"14/12/2023 13:41:57","Affliction","ErZil","added","E","Shrieking Essence of Torment"
"14/12/2023 13:41:57","Affliction","ErZil","modified","F","52× Timeless Karui Splinter"
"14/12/2023 13:41:56","Affliction","ErZil","modified","$","37× Armourer's Scrap"
"14/12/2023 13:41:56","Affliction","ErZil","added","M","Superior Shore Map (T13)"
"14/12/2023 13:41:56","Affliction","ErZil","modified","F","85× Splinter of Tul"
"14/12/2023 13:41:56","Affliction","ErZil","added","F","Esh's Breachstone"
"14/12/2023 13:41:56","Affliction","ErZil","modified","$","693× Orb of Transmutation"
"14/12/2023 13:41:55","Affliction","ErZil","modified","D","7× The Realm"
"14/12/2023 13:41:55","Affliction","ErZil","modified","$","32× Orb of Scouring"
"14/12/2023 13:41:54","Affliction","ErZil","modified","F","66× Timeless Eternal Empire Splinter"
"14/12/2023 13:41:54","Affliction","ErZil","modified","$","21× Blacksmith's Whetstone"
"14/12/2023 13:41:54","Affliction","ErZil","modified","$","241× Chaos Orb"
"14/12/2023 13:41:53","Affliction","ErZil","added","M","Plateau Map (T14)"
"14/12/2023 13:41:53","Affliction","ErZil","modified","$","25× Enkindling Orb"
"14/12/2023 13:41:53","Affliction","ErZil","modified","$","145× Chromatic Orb"
"14/12/2023 13:41:52","Affliction","ErZil","modified","$","62× Vaal Orb"
"14/12/2023 13:41:52","Affliction","ErZil","modified","$","238× Orb of Alchemy"
"14/12/2023 13:32:02","Affliction","ErZil","added","3","Oblivion Deed Contract: Prohibited Library"
"14/12/2023 13:32:01","Affliction","ErZil","added","M","Waste Pool Map (T13)"
"14/12/2023 13:31:59","Affliction","ErZil","modified","F","18× Sacrifice at Dawn"
"14/12/2023 13:31:59","Affliction","ErZil","modified","$","3244× Vivid Crystallised Lifeforce"
"14/12/2023 13:31:59","Affliction","ErZil","modified","$","7207× Wild Crystallised Lifeforce"
"14/12/2023 13:31:58","Affliction","ErZil","modified","D","6× The Realm"
"14/12/2023 13:31:58","Affliction","ErZil","modified","F","86× Splinter of Esh"
"14/12/2023 13:31:58","Affliction","ErZil","modified","$","646× Jeweller's Orb"
"14/12/2023 13:31:57","Affliction","ErZil","modified","$","5517× Primal Crystallised Lifeforce"
"14/12/2023 13:31:57","Affliction","ErZil","modified","$","235× Orb of Fusing"
"14/12/2023 13:31:57","Affliction","ErZil","added","D","2× The Fortunate"
"14/12/2023 13:31:56","Affliction","ErZil","modified","F","97× Timeless Vaal Splinter"
"14/12/2023 13:31:56","Affliction","ErZil","modified","F","15× Sacrifice at Midnight"
"14/12/2023 13:31:55","Affliction","ErZil","modified","F","35× Timeless Templar Splinter"
"14/12/2023 13:31:54","Affliction","ErZil","modified","$","134× Chromatic Orb"
"14/12/2023 13:31:54","Affliction","ErZil","modified","F","56× Splinter of Xoph"
"14/12/2023 13:31:54","Affliction","ErZil","modified","$","20417× Rogue's Marker"
"14/12/2023 13:31:54","Affliction","ErZil","modified","$","14× Blacksmith's Whetstone"
"14/12/2023 13:31:54","Affliction","ErZil","modified","$","32× Armourer's Scrap"
"14/12/2023 13:31:53","Affliction","ErZil","modified","$","238× Chaos Orb"
"14/12/2023 13:31:53","Affliction","ErZil","modified","E","3× Remnant of Corruption"
"14/12/2023 13:31:53","Affliction","ErZil","modified","E","5× Screaming Essence of Hatred"
"14/12/2023 13:31:52","Affliction","ErZil","modified","$","175× Orb of Chance"
"14/12/2023 13:31:52","Affliction","ErZil","modified","$","286× Orb of Alteration"
"14/12/2023 13:31:51","Affliction","ErZil","added","M","Strand Map (T10)"
"14/12/2023 13:31:51","Affliction","ErZil","added","M","Strand Map (T10)"
"14/12/2023 13:31:51","Affliction","ErZil","modified","$","233× Orb of Alchemy"
"14/12/2023 13:31:50","Affliction","ErZil","modified","$","872× Orb of Augmentation"
"14/12/2023 13:31:49","Affliction","ErZil","modified","$","31× Orb of Scouring"
"14/12/2023 13:31:49","Affliction","ErZil","modified","D","3× The Tinkerer's Table"
"14/12/2023 13:31:49","Affliction","ErZil","added","$","3× Alteration Shard"
"14/12/2023 13:31:49","Affliction","ErZil","removed","$","6× Alteration Shard"
"14/12/2023 13:31:49","Affliction","ErZil","modified","$","282× Orb of Alteration"
"14/12/2023 13:31:48","Affliction","ErZil","modified","$","14× Alchemy Shard"
"14/12/2023 13:23:29","Affliction","ErZil","modified","$","232× Orb of Fusing"
"14/12/2023 13:23:29","Affliction","ErZil","added","M","Plaza Map (T16)"
"14/12/2023 13:23:29","Affliction","ErZil","modified","$","20285× Rogue's Marker"
"14/12/2023 13:23:29","Affliction","ErZil","modified","F","27× Timeless Templar Splinter"
"14/12/2023 13:18:53","Affliction","ErZil","added","$","6× Alteration Shard"
"14/12/2023 13:18:53","Affliction","ErZil","removed","$","18× Alteration Shard"
"14/12/2023 13:18:53","Affliction","ErZil","modified","$","281× Orb of Alteration"
"14/12/2023 13:18:53","Affliction","ErZil","modified","$","6× Alchemy Shard"
"14/12/2023 13:18:44","Affliction","ErZil","added","U","Berek's Grip Two-Stone Ring"
"14/12/2023 13:18:41","Affliction","ErZil","modified","$","20205× Rogue's Marker"
"14/12/2023 13:18:40","Affliction","ErZil","added","M","Caldera Map (T14)"
"14/12/2023 13:18:39","Affliction","ErZil","modified","$","18× Vaal Scouting Report"
"14/12/2023 13:18:38","Affliction","ErZil","modified","F","63× Timeless Eternal Empire Splinter"
"14/12/2023 13:18:37","Affliction","ErZil","modified","$","29× Orb of Scouring"
"14/12/2023 13:18:36","Affliction","ErZil","modified","$","26× Gemcutter's Prism"
"14/12/2023 13:18:36","Affliction","ErZil","added","F","Gilded Divination Scarab"
"14/12/2023 13:18:35","Affliction","ErZil","added","F","Gilded Blight Scarab"
"14/12/2023 13:18:35","Affliction","ErZil","modified","F","3× Gilded Bestiary Scarab"
"14/12/2023 13:18:35","Affliction","ErZil","modified","F","2× Gilded Harbinger Scarab"
"14/12/2023 13:18:32","Affliction","ErZil","added","F","Gilded Ultimatum Scarab"
"14/12/2023 13:18:31","Affliction","ErZil","modified","$","230× Orb of Fusing"
"14/12/2023 13:18:31","Affliction","ErZil","added","F","Gilded Shaper Scarab"
"14/12/2023 13:18:31","Affliction","ErZil","modified","F","2× Gilded Sulphite Scarab"
"14/12/2023 13:18:30","Affliction","ErZil","modified","$","635× Jeweller's Orb"
"14/12/2023 13:18:29","Affliction","ErZil","modified","$","236× Chaos Orb"
"14/12/2023 13:18:06","Affliction","ErZil","modified","$","234× Chaos Orb"
"14/12/2023 13:18:05","Affliction","ErZil","modified","$","254× Chaos Orb"
"14/12/2023 13:18:01","Affliction","Tio1122","added","G","level 8 0% Frost Bomb"
"14/12/2023 13:17:59","Affliction","Tio1122","modified","$","654× Orb of Transmutation"
"14/12/2023 13:17:59","Affliction","Tio1122","modified","$","858× Orb of Augmentation"
"14/12/2023 13:17:58","Affliction","Tio1122","modified","$","3× Glassblower's Bauble"
"14/12/2023 13:17:58","Affliction","Tio1122","modified","$","228× Orb of Fusing"
"14/12/2023 13:17:58","Affliction","Tio1122","modified","$","59× Vaal Orb"
"14/12/2023 13:17:57","Affliction","Tio1122","modified","$","8× Blacksmith's Whetstone"
"14/12/2023 13:17:57","Affliction","Tio1122","modified","$","652× Orb of Transmutation"
"14/12/2023 13:17:57","Affliction","Tio1122","modified","$","28× Orb of Scouring"
"14/12/2023 13:17:56","Affliction","Tio1122","modified","$","280× Orb of Alteration"
"14/12/2023 13:17:56","Affliction","Tio1122","added","G","level 8 0% Orb of Storms"
"14/12/2023 13:17:55","Affliction","Tio1122","modified","$","130× Chromatic Orb"
"14/12/2023 13:16:30","Affliction","Tio1122","modified","$","828× Orb of Augmentation"
"14/12/2023 13:16:30","Affliction","Tio1122","modified","$","613× Orb of Transmutation"
"14/12/2023 13:16:29","Affliction","Tio1122","modified","$","263× Orb of Alteration"
"14/12/2023 13:16:04","Affliction","Tio1122","modified","$","114× Chromatic Orb"
"14/12/2023 13:13:24","Affliction","ErZil","added","4","Inquisitor's Corvine Charm"
"14/12/2023 13:13:22","Affliction","ErZil","added","4","Lupine Charm of the Assassin"
"14/12/2023 13:12:09","Affliction","ErZil","modified","E","8× Screaming Essence of Wrath"
"14/12/2023 13:11:51","Affliction","ErZil","added","M","Maze Map (T16)"
"14/12/2023 13:11:50","Affliction","ErZil","modified","$","24× Armourer's Scrap"
"14/12/2023 13:11:49","Affliction","ErZil","modified","$","172× Orb of Chance"
"14/12/2023 13:11:48","Affliction","ErZil","modified","$","283× Orb of Alteration"
"14/12/2023 13:11:48","Affliction","ErZil","modified","$","134× Chromatic Orb"
"14/12/2023 13:11:48","Affliction","ErZil","modified","$","172× Cartographer's Chisel"
"14/12/2023 13:11:47","Affliction","ErZil","modified","$","632× Jeweller's Orb"
"14/12/2023 13:11:47","Affliction","ErZil","modified","$","26× Orb of Scouring"
"14/12/2023 13:11:47","Affliction","ErZil","added","M","Academy Map (T12)"
"14/12/2023 13:11:47","Affliction","ErZil","modified","$","274× Chaos Orb"
"14/12/2023 13:11:46","Affliction","ErZil","added","M","Burial Chambers Map (T16)"
"14/12/2023 13:11:46","Affliction","ErZil","modified","$","19901× Rogue's Marker"
"14/12/2023 13:11:46","Affliction","ErZil","added","M","Dig Map (T14)"
"14/12/2023 13:11:45","Affliction","ErZil","added","M","Dig Map (T14)"
"14/12/2023 13:11:45","Affliction","ErZil","modified","$","6931× Wild Crystallised Lifeforce"
"14/12/2023 13:11:44","Affliction","ErZil","modified","$","61× Orb of Unmaking"
"14/12/2023 13:11:44","Affliction","ErZil","modified","$","20× Lesser Eldritch Ember"
"14/12/2023 13:11:44","Affliction","ErZil","modified","$","2815× Vivid Crystallised Lifeforce"
"14/12/2023 13:11:43","Affliction","ErZil","added","D","2× The Rite of Elements"
"14/12/2023 13:11:42","Affliction","ErZil","modified","$","227× Orb of Fusing"
"14/12/2023 13:11:42","Affliction","ErZil","added","M","Underground River Map (T16)"
"14/12/2023 13:11:42","Affliction","ErZil","modified","F","25× Timeless Templar Splinter"
"14/12/2023 13:11:42","Affliction","ErZil","modified","$","653× Orb of Transmutation"
"14/12/2023 13:11:41","Affliction","ErZil","modified","$","229× Orb of Alchemy"
"14/12/2023 13:11:40","Affliction","ErZil","modified","$","612× Jeweller's Orb"
"14/12/2023 13:11:40","Affliction","ErZil","modified","$","18× Alteration Shard"
"14/12/2023 13:11:40","Affliction","ErZil","modified","$","5× Alchemy Shard"
"14/12/2023 13:00:10","Affliction","ErZil","modified","$","228× Orb of Alchemy"
"14/12/2023 13:00:07","Affliction","ErZil","modified","$","211× Orb of Alchemy"
"14/12/2023 13:00:06","Affliction","ErZil","removed","M","Superior Vault Map (T15)"
"14/12/2023 13:00:03","Affliction","ErZil","removed","M","Underground River Map (T15)"
"14/12/2023 13:00:02","Affliction","ErZil","removed","M","Mesa Map (T15)"
"14/12/2023 13:00:00","Affliction","ErZil","removed","M","Bramble Valley Map (T15)"
"14/12/2023 12:58:22","Affliction","ErZil","modified","D","9× The Doppelganger"
"14/12/2023 12:58:21","Affliction","ErZil","modified","$","4× Alteration Shard"
"14/12/2023 12:58:21","Affliction","ErZil","added","$","3× Alchemy Shard"
"14/12/2023 12:58:21","Affliction","ErZil","removed","$","11× Alchemy Shard"
"14/12/2023 12:58:21","Affliction","ErZil","modified","$","231× Orb of Alchemy"
"14/12/2023 12:58:21","Affliction","ErZil","modified","F","19× Splinter of Uul-Netol"
"14/12/2023 12:57:18","Affliction","ErZil","added","$","Alteration Shard"
"14/12/2023 12:57:18","Affliction","ErZil","modified","$","279× Orb of Alteration"
